blancos,desCandidatura,codDepartamento,desZona,desDistrito,desDepartamento,nulos,orden,totProg,codEleccion,desPartido,votos,codZona,codLocal,numMesa,sigPartido,codDistrito,idLista,desLocal,numLista
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,1,114,18,PARTIDO COLORADO,46,2,8,5,ANR,0,1,UNIVERSIDAD CATOLICA,1
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,2,114,18,ALIANZA GANAR,56,2,8,5,GANAR,0,2,UNIVERSIDAD CATOLICA,5
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,3,114,18,PARTIDO FRENTE AMPLIO,1,2,8,5,PFA,0,3,UNIVERSIDAD CATOLICA,12
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,4,114,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,2,8,5,MNAP,0,4,UNIVERSIDAD CATOLICA,15
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,5,114,18,MOVIMIENTO SOBERANIA NACIONAL,1,2,8,5,SN,0,5,UNIVERSIDAD CATOLICA,22
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,6,114,18,PARTIDO VERDE PARAGUAY,5,2,8,5,PVP,0,6,UNIVERSIDAD CATOLICA,23
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,7,114,18,MOVIMIENTO RESERVA PATRIOTICA,0,2,8,5,MRP,0,7,UNIVERSIDAD CATOLICA,30
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,8,114,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,2,8,5,PSDH,0,8,UNIVERSIDAD CATOLICA,45
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,9,114,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,2,8,5,PMPP,0,9,UNIVERSIDAD CATOLICA,50
2,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,3,10,114,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,2,8,5,UNAMONOS,0,10,UNIVERSIDAD CATOLICA,60
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,1,116,18,PARTIDO COLORADO,44,2,8,6,ANR,0,1,UNIVERSIDAD CATOLICA,1
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,2,116,18,ALIANZA GANAR,54,2,8,6,GANAR,0,2,UNIVERSIDAD CATOLICA,5
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,3,116,18,PARTIDO FRENTE AMPLIO,1,2,8,6,PFA,0,3,UNIVERSIDAD CATOLICA,12
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,4,116,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,2,8,6,MNAP,0,4,UNIVERSIDAD CATOLICA,15
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,5,116,18,MOVIMIENTO SOBERANIA NACIONAL,1,2,8,6,SN,0,5,UNIVERSIDAD CATOLICA,22
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,6,116,18,PARTIDO VERDE PARAGUAY,4,2,8,6,PVP,0,6,UNIVERSIDAD CATOLICA,23
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,7,116,18,MOVIMIENTO RESERVA PATRIOTICA,0,2,8,6,MRP,0,7,UNIVERSIDAD CATOLICA,30
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,8,116,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,2,8,6,PSDH,0,8,UNIVERSIDAD CATOLICA,45
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,9,116,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,2,8,6,PMPP,0,9,UNIVERSIDAD CATOLICA,50
4,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,7,10,116,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,2,8,6,UNAMONOS,0,10,UNIVERSIDAD CATOLICA,60
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,1,123,18,PARTIDO COLORADO,41,2,8,7,ANR,0,1,UNIVERSIDAD CATOLICA,1
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,2,123,18,ALIANZA GANAR,65,2,8,7,GANAR,0,2,UNIVERSIDAD CATOLICA,5
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,3,123,18,PARTIDO FRENTE AMPLIO,0,2,8,7,PFA,0,3,UNIVERSIDAD CATOLICA,12
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,4,123,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,2,8,7,MNAP,0,4,UNIVERSIDAD CATOLICA,15
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,5,123,18,MOVIMIENTO SOBERANIA NACIONAL,1,2,8,7,SN,0,5,UNIVERSIDAD CATOLICA,22
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,6,123,18,PARTIDO VERDE PARAGUAY,3,2,8,7,PVP,0,6,UNIVERSIDAD CATOLICA,23
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,7,123,18,MOVIMIENTO RESERVA PATRIOTICA,1,2,8,7,MRP,0,7,UNIVERSIDAD CATOLICA,30
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,8,123,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,1,2,8,7,PSDH,0,8,UNIVERSIDAD CATOLICA,45
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,9,123,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,2,8,7,PMPP,0,9,UNIVERSIDAD CATOLICA,50
0,PRESIDENTE DE LA REPUBLICA,0,LA CATEDRAL,ASUNCION,CAPITAL,9,10,123,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,2,8,7,UNAMONOS,0,10,UNIVERSIDAD CATOLICA,60
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,1,130,18,PARTIDO COLORADO,79,3,1,1,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,2,130,18,ALIANZA GANAR,40,3,1,1,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,3,130,18,PARTIDO FRENTE AMPLIO,0,3,1,1,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,4,130,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,3,1,1,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,5,130,18,MOVIMIENTO SOBERANIA NACIONAL,0,3,1,1,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,6,130,18,PARTIDO VERDE PARAGUAY,5,3,1,1,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,7,130,18,MOVIMIENTO RESERVA PATRIOTICA,1,3,1,1,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,8,130,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,1,3,1,1,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,9,130,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,3,1,1,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,3,10,130,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,3,1,1,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,1,138,18,PARTIDO COLORADO,78,3,1,2,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,2,138,18,ALIANZA GANAR,44,3,1,2,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,3,138,18,PARTIDO FRENTE AMPLIO,0,3,1,2,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,4,138,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,3,3,1,2,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,5,138,18,MOVIMIENTO SOBERANIA NACIONAL,2,3,1,2,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,6,138,18,PARTIDO VERDE PARAGUAY,3,3,1,2,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,7,138,18,MOVIMIENTO RESERVA PATRIOTICA,1,3,1,2,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,8,138,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,3,1,2,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,9,138,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,3,1,2,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,5,10,138,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,2,3,1,2,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,1,123,18,PARTIDO COLORADO,78,3,1,3,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,2,123,18,ALIANZA GANAR,31,3,1,3,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,3,123,18,PARTIDO FRENTE AMPLIO,0,3,1,3,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,4,123,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,3,1,3,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,5,123,18,MOVIMIENTO SOBERANIA NACIONAL,0,3,1,3,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,6,123,18,PARTIDO VERDE PARAGUAY,1,3,1,3,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,7,123,18,MOVIMIENTO RESERVA PATRIOTICA,1,3,1,3,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,8,123,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,3,1,3,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,9,123,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,3,1,3,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,8,10,123,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,1,3,1,3,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,1,132,18,PARTIDO COLORADO,77,3,1,5,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,2,132,18,ALIANZA GANAR,42,3,1,5,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,3,132,18,PARTIDO FRENTE AMPLIO,0,3,1,5,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,4,132,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,3,1,5,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,5,132,18,MOVIMIENTO SOBERANIA NACIONAL,0,3,1,5,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,6,132,18,PARTIDO VERDE PARAGUAY,4,3,1,5,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,7,132,18,MOVIMIENTO RESERVA PATRIOTICA,0,3,1,5,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,8,132,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,3,1,5,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,9,132,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,3,1,5,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,10,132,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,1,3,1,5,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,1,123,18,PARTIDO COLORADO,77,3,1,6,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,2,123,18,ALIANZA GANAR,38,3,1,6,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,3,123,18,PARTIDO FRENTE AMPLIO,0,3,1,6,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,4,123,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,3,1,6,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,5,123,18,MOVIMIENTO SOBERANIA NACIONAL,0,3,1,6,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,6,123,18,PARTIDO VERDE PARAGUAY,1,3,1,6,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,7,123,18,MOVIMIENTO RESERVA PATRIOTICA,0,3,1,6,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,8,123,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,3,1,6,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,9,123,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,3,1,6,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,4,10,123,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,3,1,6,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,1,129,18,PARTIDO COLORADO,73,3,1,7,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,2,129,18,ALIANZA GANAR,50,3,1,7,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,3,129,18,PARTIDO FRENTE AMPLIO,0,3,1,7,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,4,129,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,3,1,7,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,5,129,18,MOVIMIENTO SOBERANIA NACIONAL,0,3,1,7,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,6,129,18,PARTIDO VERDE PARAGUAY,2,3,1,7,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,7,129,18,MOVIMIENTO RESERVA PATRIOTICA,0,3,1,7,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,8,129,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,1,3,1,7,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,9,129,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,3,1,7,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
1,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,1,10,129,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,1,3,1,7,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,1,116,18,PARTIDO COLORADO,64,3,1,8,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,2,116,18,ALIANZA GANAR,32,3,1,8,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,3,116,18,PARTIDO FRENTE AMPLIO,1,3,1,8,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,4,116,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,6,3,1,8,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,5,116,18,MOVIMIENTO SOBERANIA NACIONAL,1,3,1,8,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,6,116,18,PARTIDO VERDE PARAGUAY,3,3,1,8,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,7,116,18,MOVIMIENTO RESERVA PATRIOTICA,0,3,1,8,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,8,116,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,3,1,8,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,9,116,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,3,1,8,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,7,10,116,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,3,1,8,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,1,126,18,PARTIDO COLORADO,67,3,1,9,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,2,126,18,ALIANZA GANAR,47,3,1,9,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,3,126,18,PARTIDO FRENTE AMPLIO,1,3,1,9,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,4,126,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,3,1,9,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,5,126,18,MOVIMIENTO SOBERANIA NACIONAL,2,3,1,9,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,6,126,18,PARTIDO VERDE PARAGUAY,2,3,1,9,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,7,126,18,MOVIMIENTO RESERVA PATRIOTICA,0,3,1,9,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,8,126,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,3,1,9,PSDH,0,8,COLEGIO NAC. PEDRO P. PEÑA,45
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,9,126,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,4,3,1,9,PMPP,0,9,COLEGIO NAC. PEDRO P. PEÑA,50
0,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,2,10,126,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,3,1,9,UNAMONOS,0,10,COLEGIO NAC. PEDRO P. PEÑA,60
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,1,123,18,PARTIDO COLORADO,61,3,1,10,ANR,0,1,COLEGIO NAC. PEDRO P. PEÑA,1
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,2,123,18,ALIANZA GANAR,37,3,1,10,GANAR,0,2,COLEGIO NAC. PEDRO P. PEÑA,5
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,3,123,18,PARTIDO FRENTE AMPLIO,0,3,1,10,PFA,0,3,COLEGIO NAC. PEDRO P. PEÑA,12
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,4,123,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,3,1,10,MNAP,0,4,COLEGIO NAC. PEDRO P. PEÑA,15
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,5,123,18,MOVIMIENTO SOBERANIA NACIONAL,0,3,1,10,SN,0,5,COLEGIO NAC. PEDRO P. PEÑA,22
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,6,123,18,PARTIDO VERDE PARAGUAY,8,3,1,10,PVP,0,6,COLEGIO NAC. PEDRO P. PEÑA,23
2,PRESIDENTE DE LA REPUBLICA,0,SAN ROQUE,ASUNCION,CAPITAL,6,7,123,18,MOVIMIENTO RESERVA PATRIOTICA,2,3,1,10,MRP,0,7,COLEGIO NAC. PEDRO P. PEÑA,30
